Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Body Color,Head Color,Leg Color,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S156250657,Red-breasted Nuthatch,Sitta canadensis,26484,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-12-13,09:32 AM,Chestnut,Blue Grey,Brown,eBird - Casual Observation,,0,,,1,,,,
S150584622,Eurasian Treecreeper,Certhia familiaris,26548,X,CH-VS,,L27219454,Zermatt,46.015869,7.743,2023-09-23,01:05 PM,Chestnut,Grey,Grey,eBird - Casual Observation,,0,,,1,,,,
S146001232,Brown Creeper,Certhia americana,26564,X,US-CA,Contra Costa,L26291492,Home,37.772468,-121.954731,2023-07-30,,White,Brown,Brown,eBird - Casual Observation,,0,,,1,,,,
S147293032,House Wren,Troglodytes aedon,26737,X,CA-ON,Parry Sound,L26589448,Cottage,45.621053,-80.421,2023-08-15,08:09 AM,Chestnut,Chestnut,Brown,eBird - Casual Observation,,0,,,1,,,,
S150025978,Marsh Wren,Cistothorus palustris,26878,X,US-CA,Alameda,L27112720,Hayward Seashore,37.677922,-122.166581,2023-09-16,09:23 AM,Chestnut,Light Brown,Brown,eBird - Casual Observation,,0,,,1,,,,
S152035272,Carolina Wren,Thryothorus ludovicianus,26897,X,US-NC,Dare,L27486752,Kyle’s,35.575762,-75.463815,2023-10-12,04:28 PM,Chestnut,Brown,Pink,eBird - Casual Observation,,0,,,1,,,,
S145062548,Bewick's Wren,Thryomanes bewickii,26911,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-07-19,06:30 PM,Light Grey,Brown,Pink,eBird - Casual Observation,,0,,,1,,,,
S168489268,European Starling,Sturnus vulgaris,27356,X,US-CA,Monterey,L30507545,Hacienda,36.526046,-121.682563,2024-04-13,05:43 PM,Blue Grey,Black,Orange,eBird - Casual Observation,,0,,,1,,,,
S183503546,Gray Catbird,Dumetella carolinensis,27539,X,US-NC,Currituck,L33850856,Corolla House,36.355016,-75.820586,2024-06-24,,Grey,Grey,Pink,eBird - Casual Observation,,0,,,1,,,,
S152026643,Northern Mockingbird,Mimus polyglottos,27652,X,US-NC,Dare,L27486752,Kyle’s,35.575762,-75.463815,2023-10-12,02:09 PM,White,Grey,Black,eBird - Casual Observation,,0,,,1,,,,
S152097697,Northern Mockingbird,Mimus polyglottos,27652,X,US-NC,Dare,L27486752,Kyle’s,35.575762,-75.463815,2023-10-13,03:35 PM,White,Grey,Black,eBird - Casual Observation,,0,,,1,,,,
S154981191,Northern Mockingbird,Mimus polyglottos,27652,X,US-DC,District of Columbia,L28038210,Botanical Garden,38.888428,-77.01486,2023-11-22,01:57 PM,White,Grey,Black,eBird - Casual Observation,,0,,,1,,,,
S160900070,Hermit Thrush,Catharus guttatus,27866,X,US-CA,Contra Costa,L29144138,Bollinger Hill,37.769581,-121.946174,2024-02-07,05:06 PM,Chestnut,Light Brown,Brown,eBird - Casual Observation,,0,,,1,,,,
S152830678,Hermit Thrush,Catharus guttatus,27866,X,US-CA,Contra Costa,L26291492,Home,37.772468,-121.954731,2023-10-22,,Chestnut,Light Brown,Brown,eBird - Casual Observation,,0,,,1,,,,
S153399216,Hermit Thrush,Catharus guttatus,27866,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-10-30,08:37 AM,Chestnut,Light Brown,Brown,eBird - Casual Observation,,0,,,1,,,,
S156114571,Hermit Thrush,Catharus guttatus,27866,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-12-10,04:37 PM,Chestnut,Light Brown,Brown,eBird - Casual Observation,,0,,,1,,,,
S144915614,American Robin,Turdus migratorius,28096,X,US-KS,Brown,L26023516,Home,39.683228,-95.78558,2023-07-18,,Chestnut,Black,Pink,eBird - Casual Observation,,0,,,1,,,,
S146135295,American Robin,Turdus migratorius,28096,X,US-KS,Brown,L26023516,Home,39.683228,-95.78558,2023-07-31,,Chestnut,Black,Pink,eBird - Casual Observation,,0,,,1,,,,
S146428075,American Robin,Turdus migratorius,28096,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-08-04,10:36 AM,Chestnut,Black,Pink,eBird - Casual Observation,,0,,,1,,,,
S146659547,American Robin,Turdus migratorius,28096,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-08-06,08:07 PM,Chestnut,Black,Pink,eBird - Casual Observation,,0,,,1,,,,
S156250596,American Robin,Turdus migratorius,28096,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-12-13,09:32 AM,Chestnut,Black,Pink,eBird - Casual Observation,,0,,,1,,,,
S148771291,American Robin,Turdus migratorius,28096,X,US-MN,Crow Wing,L26866556,Karen’s House,46.472745,-93.949242,2023-09-02,09:13 AM,Chestnut,Black,Pink,eBird - Casual Observation,,0,,,1,,,,
S165951749,Chiguanco Thrush,Turdus chiguanco,28151,X,CL-AN,San Pedro de Atacama,L30074065,Poblado Kimal,-22.912124,-68.20244,2024-03-25,,Grey,Grey,Orange,eBird - Casual Observation,,0,,,1,,,,
S150584597,European Robin,Erithacus rubecula,28756,X,CH-VS,,L27219454,Zermatt,46.015869,7.743,2023-09-23,01:05 PM,Grey,Chestnut,Pink,eBird - Casual Observation,,0,,,1,,,,
S150326778,Black Redstart,Phoenicurus ochruros,29117,X,IT-21,,L27169511,Lego D Orta,45.796795,8.40647,2023-09-20,02:25 PM,Chestnut ,Grey,Black,eBird - Casual Observation,,0,,,1,,,,
S159835766,Cedar Waxwing,Bombycilla cedrorum,29386,X,US-CA,Contra Costa,L26291492,Home,37.772468,-121.954731,2024-01-26,,Grey,Chestnut,Black,eBird - Casual Observation,,0,,,1,,,,
S163799572,Cedar Waxwing,Bombycilla cedrorum,29386,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2024-03-05,08:59 AM,Grey,Chestnut,Black,eBird - Casual Observation,,0,,,1,,,,
S149460080,House Sparrow,Passer domesticus,31018,X,US-KS,Brown,L26023516,Home,39.683228,-95.78558,2023-09-09,,Light Brown,Chestnut,Brown,eBird - Casual Observation,,0,,,1,,,,
S165923628,House Sparrow,Passer domesticus,31018,X,CL-AN,San Pedro de Atacama,L30074065,Poblado Kimal,-22.912124,-68.20244,2024-03-25,,Light Brown,Chestnut,Brown,eBird - Casual Observation,,0,,,1,,,,
S150272536,Italian Sparrow,Passer italiae,31033,X,IT-21,,L27159599,Stresa,45.885627,8.535828,2023-09-19,05:43 PM,Light Brown,Brown,Pink,eBird - Casual Observation,,0,,,1,,,,
S151453808,White Wagtail,Motacilla alba,31202,X,IT-42,,L27380867,Riomaggiore,44.100582,9.739,2023-09-27,10:47 AM,Grey,White,Black,eBird - Casual Observation,,0,,,1,,,,
S150584730,Common Chaffinch,Fringilla coelebs,31427,X,CH-VS,,L27219479,Furi,46.000969,7.7279,2023-09-23,01:36 PM,Chestnut,Grey,Brown,eBird - Casual Observation,,0,,,1,,,,
S144913350,House Finch,Haemorhous mexicanus,31790,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-07-18,06:54 AM,Grey,Red,Black,eBird - Casual Observation,,0,,,1,,,,
S146135226,House Finch,Haemorhous mexicanus,31790,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-07-31,03:48 PM,Grey,Red,Black,eBird - Casual Observation,,0,,,1,,,,
S147402993,Red Crossbill,Loxia curvirostra,31977,X,CA-ON,Parry Sound,L26608321,Granite Road,45.622181,-80.409859,2023-08-16,11:12 AM,Black,Orange,Black,eBird - Casual Observation,,0,,,1,,,,
S159835828,Pine Siskin,Spinus pinus,32073,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2024-01-26,,Brown,Yellow,Black,eBird - Casual Observation,,0,,,1,,,,
S144915791,Lesser Goldfinch,Spinus psaltria,32087,X,US-KS,Brown,L26023516,Home,39.683228,-95.78558,2023-07-18,,Yellow,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S146135207,Lesser Goldfinch,Spinus psaltria,32087,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-07-31,03:48 PM,Yellow,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S149459402,Lesser Goldfinch,Spinus psaltria,32087,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-09-09,10:41 AM,Yellow,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S169464599,Lawrence's Goldfinch,Spinus lawrencei,32094,X,US-CA,Contra Costa,L26291492,Home,37.772468,-121.954731,2024-04-20,,Grey,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S147386595,American Goldfinch,Spinus tristis,32095,X,CA-ON,Parry Sound,L26604930,Cottage,45.620504,-80.420971,2023-08-16,07:16 AM,Yellow,Black,Pink,eBird - Casual Observation,,0,,,1,,,,
S148771838,Chipping Sparrow,Spizella passerina,32460,X,US-MN,Crow Wing,L26866556,Karen’s House,46.472745,-93.949242,2023-09-02,09:14 AM,Brown,Chestnut,Pink,eBird - Casual Observation,,0,,,1,,,,
S184369711,Field Sparrow,Spizella pusilla,32473,X,US-NC,Dare,L34059311,Jockeys Ridge,35.964705,-75.632216,2024-06-29,,Grey,Brown,Pink,eBird - Casual Observation,,0,,,1,,,,
S168474572,Lark Sparrow,Chondestes grammacus,32500,X,US-CA,Monterey,L30604624,Hacienda,36.532964,-121.6707,2024-04-13,03:57 PM,Light Brown,Brown,Pink,eBird - Casual Observation,,0,,,1,,,,
S180616920,Fox Sparrow,Passerella iliaca,32571,X,US-CA,Calaveras,L33138485,Vista Point,38.409391,-120.138533,2024-06-10,,Chestnut,Grey,Pink,eBird - Casual Observation,,0,,,1,,,,
S144915861,Dark-eyed Junco,Junco hyemalis,32595,X,US-KS,Brown,L26023516,Home,39.683228,-95.78558,2023-07-18,,White,Grey,Black,eBird - Casual Observation,,0,,,1,,,,
S147177979,Dark-eyed Junco,Junco hyemalis,32595,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-08-13,01:32 PM,White,Grey,Black,eBird - Casual Observation,,0,,,1,,,,
S156250687,Dark-eyed Junco,Junco hyemalis,32595,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-12-13,09:32 AM,White,Grey,Black,eBird - Casual Observation,,0,,,1,,,,
S165378951,Rufous-collared Sparrow,Zonotrichia capensis,32629,X,CL-RM,San José de Maipo,L29968257,Maipo Hot Springs,-33.669706,-70.347829,2024-03-20,03:09 PM,Brown,Grey,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S160036552,White-crowned Sparrow,Zonotrichia leucophrys,32658,X,US-CA,Solano,L28987569,Rush Ranch,38.20882,-122.025508,2024-01-28,,Brown,Black,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S168474455,Golden-crowned Sparrow,Zonotrichia atricapilla,32667,X,US-CA,Monterey,L30604624,Hacienda,36.532964,-121.6707,2024-04-13,03:57 PM,Brown,Yellow,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S155110554,White-throated Sparrow,Zonotrichia albicollis,32672,X,US-MD,Prince George's,L28064092,UMD,38.991309,-76.935434,2023-11-24,,Light Brown,Grey,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S158880873,Song Sparrow,Melospiza melodia,32748,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2024-01-14,08:30 AM,Brown,Light Brown,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S145062435,California Towhee,Melozone crissalis,32821,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-07-19,06:30 PM,Grey,Light Brown,Black,eBird - Casual Observation,,0,,,1,,,,
S145187479,California Towhee,Melozone crissalis,32821,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-07-21,08:23 AM,Grey,Light Brown,Black,eBird - Casual Observation,,0,,,1,,,,
S146659538,California Towhee,Melozone crissalis,32821,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-08-06,08:07 PM,Grey,Light Brown,Black,eBird - Casual Observation,,0,,,1,,,,
S180617121,Green-tailed Towhee,Pipilo chlorurus,32859,X,US-CA,Calaveras,L33138485,Vista Point,38.409391,-120.138533,2024-06-10,,Light Green,Chestnut,Black,eBird - Casual Observation,,0,,,1,,,,
S158409067,Spotted Towhee,Pipilo maculatus,32860,X,US-CA,Contra Costa,L28695938,Home,37.769401,-121.95288,2024-01-07,,Orange,Black,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S145680914,Spotted Towhee,Pipilo maculatus,32860,X,US-KS,Washington,L26214164,Ross Park,39.587461,-97.290515,2023-07-26,,Orange,Black,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S160042886,Western Meadowlark,Sturnella neglecta,33041,X,US-CA,Solano,L28988872,Suisun Hill,38.213649,-122.023239,2024-01-28,11:11 AM,Brown,Yellow,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S168005520,Hooded Oriole,Icterus cucullatus,33156,X,US-CA,Monterey,L30507545,Hacienda,36.526046,-121.682563,2024-04-10,,Black,Orange,Black,eBird - Casual Observation,,0,,,1,,,,
S168489353,Bullock's Oriole,Icterus bullockii,33210,X,US-CA,Monterey,L30507545,Hacienda,36.526046,-121.682563,2024-04-13,05:43 PM,Black,Orange,Black,eBird - Casual Observation,,0,,,1,,,,
S159487816,Red-winged Blackbird,Agelaius phoeniceus,33251,X,US-CA,Contra Costa,L28887216,Crow Canyon Commons,37.777745,-121.970038,2024-01-21,01:13 PM,Red,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S145281950,Brown-headed Cowbird,Molothrus ater,33307,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-07-22,08:16 AM,Blue Grey,Brown,Black,eBird - Casual Observation,,0,,,1,,,,
S147878924,Brewer's Blackbird,Euphagus cyanocephalus,33325,X,US-CA,Alameda,L26712950,Calliope Golf Course,37.627123,-121.860761,2023-08-22,02:57 PM,Black,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S152072033,Boat-tailed Grackle,Quiscalus major,33332,X,US-NC,Dare,L27495189,Campground Beach,35.578218,-75.461598,2023-10-13,09:40 AM,Blue Grey,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S160549969,Great-tailed Grackle,Quiscalus mexicanus,33338,X,US-NV,Elko,L29080897,Stockmans,40.831427,-115.762639,2024-02-03,02:20 PM,Blue Grey,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S165480057,Austral Blackbird,Curaeus curaeus,33383,X,CL-RM,Providencia,L29986322,Sanhattan,-33.426967,-70.617235,2024-03-21,12:03 PM,Blue Grey,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S147293144,Common Yellowthroat,Geothlypis trichas,33499,X,CA-ON,Parry Sound,L26589448,Cottage,45.621053,-80.421,2023-08-15,,Yellow,Black,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S173212127,American Redstart,Setophaga ruticilla,33529,X,US-CT,New London,L31511996,Dennison Homestead,41.362597,-71.9461,2024-05-09,12:46 PM,Orange,Black,Black,eBird - Casual Observation,,0,,,1,,,,
S147385329,Cape May Warbler,Setophaga tigrina,33531,X,CA-ON,Parry Sound,L26589448,Cottage,45.621053,-80.421,2023-08-16,06:42 AM,Yellow ,Grey ,Black,eBird - Casual Observation,,0,,,1,,,,
S173210790,Northern Parula,Setophaga americana,33534,X,US-MA,Worcester,L31511739,Bancroft Tower,42.276265,-71.815244,2024-05-10,10:43 AM,Yellow,Blue Grey,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S147386013,Magnolia Warbler,Setophaga magnolia,33550,X,CA-ON,Parry Sound,L26589448,Cottage,45.621053,-80.421,2023-08-16,07:04 AM,Yellow ,Grey,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S152706435,Palm Warbler,Setophaga palmarum,33611,X,BS-MH,,L27613774,Cricketers,26.669528,-77.110376,2023-10-17,,Yellow,Chestnut,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S152830868,Yellow-rumped Warbler,Setophaga coronata,33622,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-10-22,,Grey,Light Brown,Black,eBird - Casual Observation,,0,,,1,,,,
S156250589,Yellow-rumped Warbler,Setophaga coronata,33622,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-12-13,09:32 AM,Grey,Light Brown,Black,eBird - Casual Observation,,0,,,1,,,,
S147385966,Black-throated Green Warbler,Setophaga virens,33675,X,CA-ON,Parry Sound,L26604930,Cottage,45.620504,-80.420971,2023-08-16,07:00 AM,Black,Yellow,Black,eBird - Casual Observation,,0,,,1,,,,
S146135335,Western Tanager,Piranga ludoviciana,33892,X,US-KS,Brown,L26023516,Home,39.683228,-95.78558,2023-07-31,,Yellow,Red,Black,eBird - Casual Observation,,0,,,1,,,,
S146135156,Western Tanager,Piranga ludoviciana,33892,X,US-CA,Contra Costa,L26023043,Home,37.772798,-121.955052,2023-07-31,03:48 PM,Yellow,Red,Black,eBird - Casual Observation,,0,,,1,,,,
S152035188,Northern Cardinal,Cardinalis cardinalis,33967,X,US-NC,Dare,L27486752,Kyle’s,35.575762,-75.463815,2023-10-12,04:26 PM,Red,Red,Black,eBird - Casual Observation,,0,,,1,,,,
S152035110,Northern Cardinal,Cardinalis cardinalis,33967,X,US-NC,Dare,L27488034,Kyle’s Beach,35.575278,-75.461595,2023-10-12,,Red,Red,Black,eBird - Casual Observation,,0,,,1,,,,
S165884223,Black-hooded Sierra Finch,Phrygilus atriceps,34788,X,CL-AN,San Pedro de Atacama,L30066881,Pedras Rojas,-23.814944,-67.876409,2024-03-24,08:32 PM,Yellow,Black,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S165378778,Gray-hooded Sierra Finch,Phrygilus gayi,34792,X,CL-RM,San José de Maipo,L29968257,Maipo Hot Springs,-33.669706,-70.347829,2024-03-20,03:06 PM,Yellow,Grey,Light Brown,eBird - Casual Observation,,0,,,1,,,,
S166048271,Red-backed Sierra Finch,Idiopsar dorsalis,34814,X,CL-AN,San Pedro de Atacama,L30097862,Vado Rio Putana,-22.497637,-68.06354,2024-03-26,01:01 PM,Chestnut,Grey,Black,eBird - Casual Observation,,0,,,1,,,,
S165712177,Greenish Yellow-Finch,Sicalis olivascens,34908,X,CL-AN,San Pedro de Atacama,L30030960,Petroglyphs,-22.701523,-68.288044,2024-03-23,02:33 PM,Yellow,Light Green,Light Brown,eBird - Casual Observation,,0,,,1,,,,
